🕘️更新时间,#genre#
CCTV-12,http://39.77.158.70:4002/rtp/239.253.254.235:8000$订阅源
CCTV-12,http://107.150.60.122/live/cctv12hd.m3u8$订阅源
CCTV-12,http://39.77.159.240:4002/rtp/239.253.254.235:8000$订阅源
CCTV-12,http://221.220.133.22:8012/rtp/239.3.1.64:8124$订阅源
CCTV-13,http://pull-hls-f1.douyinliving.com/media/stream-696107587393815378/playlist.m3u8?keeptime=00093a80&wsSecret=f499c99bfbd0d5b43b1d20ead24f5058&wsTime=6a452729&s_anchor=1&arch_hrchy=s2&major_anchor_level=vip&t_id=037-20260701224144E16D5A7566C0BF124425-aeSDux$订阅源
CCTV-13,http://pull-hls-f1.douyinliving.com/media/stream-696107587393815378/playlist.m3u8?keeptime=00093a80&wsSecret=f499c99bfbd0d5b43b1d20ead24f5058&wsTime=6a452729&s_anchor=1&arch_hrchy=s2&major_anchor_level=vip&t_id=037-20260701224144E16D5A7566C0BF124425-aeSDux$订阅源
CCTV-13,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd$订阅源
CCTV-13,http://207.56.13.146:81/cdnlive/cctv13.m3u8$订阅源
CCTV-13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009$订阅源
CCTV-13,http://39.77.158.70:4002/rtp/239.253.254.175:8000$订阅源
CCTV-13,http://107.150.60.122/live/cctv13hd.m3u8$订阅源
CCTV-13,http://39.77.159.240:4002/rtp/239.253.254.175:8000$订阅源
CCTV-14,http://192.151.150.154/live/cctv14hd.m3u8$订阅源
CCTV-14,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd$订阅源
CCTV-14,http://207.56.13.146:81/cdnlive/cctv14.m3u8$订阅源
CCTV-14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009$订阅源
CCTV-14,http://39.77.158.70:4002/rtp/239.253.254.236:8000$订阅源
CCTV-14,http://107.150.60.122/live/cctv14hd.m3u8$订阅源
CCTV-14,http://39.77.159.240:4002/rtp/239.253.254.236:8000$订阅源
CCTV-14,http://221.220.133.22:8012/rtp/239.3.1.65:8132$订阅源
CCTV-15,http://192.151.150.154/live/cctv15hd.m3u8$订阅源
CCTV-15,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd$订阅源
CCTV-15,http://207.56.13.146:81/cdnlive/cctv15.m3u8$订阅源
CCTV-15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009$订阅源
CCTV-15,http://39.77.158.70:4002/rtp/239.253.254.170:8000$订阅源
CCTV-15,http://107.150.60.122/live/cctv15hd.m3u8$订阅源
CCTV-15,http://39.77.159.240:4002/rtp/239.253.254.170:8000$订阅源
CCTV-15,http://221.220.133.22:8012/rtp/239.3.1.153:8136$订阅源
CCTV-16,http://192.151.150.154/live/cctv16hd.m3u8$订阅源
CCTV-16,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv16hd$订阅源
CCTV-16,http://207.56.13.146:81/cdnlive/cctv16.m3u8$订阅源
CCTV-16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009$订阅源
CCTV-16,http://107.150.60.122/live/cctv16hd.m3u8$订阅源
CCTV-16,http://221.220.133.22:8012/rtp/239.3.1.184:8001$订阅源
CCTV-16,http://171.119.204.116:6000/rtp/226.0.2.169:9264$订阅源
CCTV-16,http://112.109.206.208:9999/rtp/239.255.40.194:8208$订阅源
CCTV-17,http://192.151.150.154/live/cctv17hd.m3u8$订阅源
CCTV-17,http://74.91.26.218:82/live/cctv17hd.m3u8$订阅源
CCTV-17,http://74.91.26.218:82/live/cctv17hd.m3u8$订阅源
CCTV-17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd$订阅源
CCTV-17,http://207.56.13.146:81/cdnlive/cctv17.m3u8$订阅源
CCTV-17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009$订阅源
CCTV-17,http://39.77.158.70:4002/rtp/239.253.254.168:8000$订阅源
CCTV-17,http://107.150.60.122/live/cctv17hd.m3u8$订阅源
CCTV-4K,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv4k$订阅源
CCTV-4K,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub$订阅源
CCTV-4K,http://107.150.60.122/live/cctv4k.m3u8$订阅源
CCTV-4K,http://60.4.29.80:8077/rtp/239.253.92.219:6228$订阅源
CCTV-4K,http://121.29.215.51:2083/rtp/239.253.92.219:6228$订阅源
CCTV-4K,http://112.192.73.112:8484/rtp/239.0.0.184:5140$订阅源
CCTV-4K,http://113.119.24.235:58888/udp/239.77.0.194:5146$订阅源
CCTV-4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85$订阅源
CCTV-8K,http://192.151.150.154/live/cctv8k.m3u8$订阅源
CCTV-8K,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv8k$订阅源
CCTV-8K,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub$订阅源
CCTV-8K,http://107.150.60.122/live/cctv8k.m3u8$订阅源
CCTV-8K,http://198.204.240.250:82/live/cctv8k.m3u8$订阅源
文化精品,http://192.151.150.154/live/ysjp.m3u8$订阅源
文化精品,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ysjp$订阅源
文化精品,http://207.56.13.146:81/cdnlive/ysjp.m3u8$订阅源
文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub$订阅源
文化精品,http://107.150.60.122/live/ysjp.m3u8$订阅源
文化精品,http://171.119.204.116:6000/rtp/226.0.2.219:9664$订阅源
文化精品,http://60.4.29.80:8077/rtp/239.253.93.175:6439$订阅源
文化精品,http://121.29.215.51:2083/rtp/239.253.93.175:6439$订阅源
央视台球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ystq$订阅源
央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8$订阅源
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub$订阅源
央视台球,http://171.119.204.116:6000/rtp/226.0.2.216:9640$订阅源
央视台球,http://60.4.29.80:8077/rtp/239.253.93.231:6409$订阅源
央视台球,http://121.29.215.51:2083/rtp/239.253.93.231:6409$订阅源
央视台球,http://113.119.24.235:58888/udp/239.253.43.11:5146$订阅源
央视台球,http://115.171.216.32:4000/rtp/225.1.8.245:4120$订阅源
风云音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyyy$订阅源
风云音乐,http://207.56.13.146:81/cdnlive/fyyy.m3u8$订阅源
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub$订阅源
风云音乐,http://107.150.60.122/live/fyyy.m3u8$订阅源
风云音乐,http://171.119.204.116:6000/rtp/226.0.2.220:9672$订阅源
风云音乐,http://60.4.29.80:8077/rtp/239.253.93.253:6431$订阅源
风云音乐,http://121.29.215.51:2083/rtp/239.253.93.253:6431$订阅源
风云音乐,http://113.119.24.235:58888/udp/239.253.43.6:5146$订阅源
第一剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dyjc$订阅源
第一剧场,http://207.56.13.146:81/cdnlive/dyjc.m3u8$订阅源
第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub$订阅源
第一剧场,http://107.150.60.122/live/dyjc.m3u8$订阅源
第一剧场,http://171.119.204.116:6000/rtp/226.0.2.221:9680$订阅源
第一剧场,http://60.4.29.80:8077/rtp/239.253.93.138:6428$订阅源
第一剧场,http://121.29.215.51:2083/rtp/239.253.93.138:6428$订阅源
第一剧场,http://113.119.24.235:58888/udp/239.253.43.15:5146$订阅源
风云剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyjc$订阅源
风云剧场,http://207.56.13.146:81/cdnlive/fyjc.m3u8$订阅源
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub$订阅源
风云剧场,http://107.150.60.122/live/fyjc.m3u8$订阅源
风云剧场,http://171.119.204.116:6000/rtp/226.0.2.227:9728$订阅源
风云剧场,http://60.4.29.80:8077/rtp/239.253.93.251:6429$订阅源
风云剧场,http://121.29.215.51:2083/rtp/239.253.93.251:6429$订阅源
风云剧场,http://113.119.24.235:58888/udp/239.253.43.16:5146$订阅源
怀旧剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hjjc$订阅源
怀旧剧场,http://207.56.13.146:81/cdnlive/hjjc.m3u8$订阅源
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub$订阅源
怀旧剧场,http://107.150.60.122/live/hjjc.m3u8$订阅源
怀旧剧场,http://171.119.204.116:6000/rtp/226.0.2.224:9704$订阅源
怀旧剧场,http://60.4.29.80:8077/rtp/239.253.93.252:6430$订阅源
怀旧剧场,http://121.29.215.51:2083/rtp/239.253.93.252:6430$订阅源
怀旧剧场,http://113.119.24.235:58888/udp/239.253.43.5:5146$订阅源
女性时尚,http://192.151.150.154/live/nxss.m3u8$订阅源
女性时尚,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss$订阅源
女性时尚,http://207.56.13.146:81/cdnlive/nxss.m3u8$订阅源
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub$订阅源
女性时尚,http://171.119.204.116:6000/rtp/226.0.2.226:9720$订阅源
女性时尚,http://60.4.29.80:8077/rtp/239.253.92.144:6114$订阅源
女性时尚,http://121.29.215.51:2083/rtp/239.253.92.144:6114$订阅源
女性时尚,http://113.119.24.235:58888/udp/239.253.43.8:5146$订阅源
高尔夫网球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gefwq$订阅源
高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8$订阅源
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub$订阅源
高尔夫网球,http://171.119.204.116:6000/rtp/226.0.2.217:9648$订阅源
高尔夫网球,http://60.4.29.80:8077/rtp/239.253.93.122:6465$订阅源
高尔夫网球,http://121.29.215.51:2083/rtp/239.253.93.122:6465$订阅源
高尔夫网球,http://36.49.50.4:8800/rtp/239.37.0.230:5540$订阅源
高尔夫网球,http://183.164.236.216:8888/rtp/238.1.79.58:4600$订阅源
风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq$订阅源
风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8$订阅源
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub$订阅源
风云足球,http://107.150.60.122/live/fyzq.m3u8$订阅源
风云足球,http://171.119.204.116:6000/rtp/226.0.2.225:9712$订阅源
风云足球,http://60.4.29.80:8077/rtp/239.253.93.254:6432$订阅源
风云足球,http://121.29.215.51:2083/rtp/239.253.93.254:6432$订阅源
风云足球,http://113.119.24.235:58888/udp/239.253.43.14:5146$订阅源
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub$订阅源
世界地理,http://192.151.150.154/live/sjdl.m3u8$订阅源
世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl$订阅源
世界地理,http://207.56.13.146:81/cdnlive/sjdl.m3u8$订阅源
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub$订阅源
世界地理,http://107.150.60.122/live/sjdl.m3u8$订阅源
世界地理,http://171.119.204.116:6000/rtp/226.0.2.222:9688$订阅源
世界地理,http://60.4.29.80:8077/rtp/239.253.92.131:6113$订阅源
世界地理,http://121.29.215.51:2083/rtp/239.253.92.131:6113$订阅源
兵器科技,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gfjs$订阅源
兵器科技,http://207.56.13.146:81/cdnlive/gfjs.m3u8$订阅源
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub$订阅源
兵器科技,http://171.119.204.116:6000/rtp/226.0.2.223:9696$订阅源
兵器科技,http://60.4.29.80:8077/rtp/239.253.93.47:6435$订阅源
兵器科技,http://121.29.215.51:2083/rtp/239.253.93.47:6435$订阅源
兵器科技,http://113.119.24.235:58888/udp/239.253.43.9:5146$订阅源
兵器科技,http://183.164.236.216:8888/rtp/238.1.79.56:4584$订阅源
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd$订阅源
广东卫视,http://207.56.13.146:81/cdnlive/gdws.m3u8$订阅源
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub$订阅源
广东卫视,http://39.77.158.70:4002/rtp/239.253.254.90:8000$订阅源
广东卫视,http://107.150.60.122/live/gdwshd.m3u8$订阅源
广东卫视,http://39.77.159.240:4002/rtp/239.253.254.90:8000$订阅源
浙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zjwshd$订阅源
浙江卫视,http://207.56.13.146:81/cdnlive/zjws.m3u8$订阅源
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub$订阅源
浙江卫视,http://39.77.158.70:4002/rtp/239.253.254.84:8000$订阅源
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8$订阅源
浙江卫视,http://39.77.159.240:4002/rtp/239.253.254.84:8000$订阅源
浙江卫视,http://221.220.133.22:8012/rtp/239.3.1.137:8036$订阅源
浙江卫视,http://171.119.204.116:6000/rtp/226.0.2.144:9064$订阅源
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8$订阅源
湖南卫视,http://74.91.26.218:82/live/hnwshd.m3u8$订阅源
湖南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hnwshd$订阅源
湖南卫视,http://207.56.13.146:81/cdnlive/hnws.m3u8$订阅源
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009$订阅源
湖南卫视,http://39.77.158.70:4002/rtp/239.253.254.82:8000$订阅源
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8$订阅源
湖南卫视,http://39.77.159.240:4002/rtp/239.253.254.82:8000$订阅源
北京卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=bjwshd$订阅源
北京卫视,http://207.56.13.146:81/cdnlive/bjws.m3u8$订阅源
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009$订阅源
北京卫视,http://39.77.158.70:4002/rtp/239.253.254.85:8000$订阅源
北京卫视,http://107.150.60.122/live/bjwshd.m3u8$订阅源
北京卫视,http://39.77.159.240:4002/rtp/239.253.254.85:8000$订阅源
北京卫视,http://221.220.133.22:8012/rtp/239.3.1.241:8000$订阅源
北京卫视,http://171.119.204.116:6000/rtp/226.0.2.177:9328$订阅源
湖北卫视,http://192.151.150.154/live/hbwshd.m3u8$订阅源
湖北卫视,http://204.12.221.218:8181/3m1080p/hbws.m3u8$订阅源
湖北卫视,http://204.12.221.218:8181/3m1080p/hbws.m3u8$订阅源
湖北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hbwshd$订阅源
湖北卫视,http://207.56.13.146:81/cdnlive/hbws.m3u8$订阅源
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub$订阅源
湖北卫视,http://39.77.158.70:4002/rtp/239.253.254.88:8000$订阅源
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8$订阅源
黑龙江卫视,http://192.151.150.154/live/hljwshd.m3u8$订阅源
黑龙江卫视,http://204.12.221.218:8181/3m1080p/hljws.m3u8$订阅源
黑龙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hljwshd$订阅源
黑龙江卫视,http://207.56.13.146:81/cdnlive/hljws.m3u8$订阅源
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub$订阅源
黑龙江卫视,http://39.77.158.70:4002/rtp/239.253.254.93:8000$订阅源
黑龙江卫视,http://107.150.60.122/live/hljwshd.m3u8$订阅源
黑龙江卫视,http://39.77.159.240:4002/rtp/239.253.254.93:8000$订阅源
安徽卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ahwshd$订阅源
安徽卫视,http://207.56.13.146:81/cdnlive/ahws.m3u8$订阅源
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub$订阅源
安徽卫视,http://39.77.158.70:4002/rtp/239.253.254.87:8000$订阅源
安徽卫视,http://107.150.60.122/live/ahwshd.m3u8$订阅源
安徽卫视,http://39.77.159.240:4002/rtp/239.253.254.87:8000$订阅源
安徽卫视,http://221.220.133.22:8012/rtp/239.3.1.211:8064$订阅源
安徽卫视,http://171.119.204.116:6000/rtp/226.0.2.145:9072$订阅源
重庆卫视,http://204.12.221.218:8181/3m1080p/cqws.m3u8$订阅源
重庆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cqwshd$订阅源
重庆卫视,http://207.56.13.146:81/cdnlive/cqws.m3u8$订阅源
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub$订阅源
重庆卫视,http://39.77.158.70:4002/rtp/239.253.254.38:8000$订阅源
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8$订阅源
重庆卫视,http://39.77.159.240:4002/rtp/239.253.254.38:8000$订阅源
重庆卫视,http://221.220.133.22:8012/rtp/239.3.1.122:8160$订阅源
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8$订阅源
东方卫视,http://204.12.221.218:8181/3m1080p/dfws.m3u8$订阅源
东方卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dfwshd$订阅源
东方卫视,http://207.56.13.146:81/cdnlive/dfws.m3u8$订阅源
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009$订阅源
东方卫视,http://39.77.158.70:4002/rtp/239.253.254.86:8000$订阅源
东方卫视,http://107.150.60.122/live/dfwshd.m3u8$订阅源
东方卫视,http://39.77.159.240:4002/rtp/239.253.254.86:8000$订阅源
东南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dnwshd$订阅源
东南卫视,http://207.56.13.146:81/cdnlive/dnws.m3u8$订阅源
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub$订阅源
