🕘️更新时间,#genre#
CCTV-9,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd$订阅源
CCTV-9,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009$订阅源
CCTV-9,http://207.56.13.146:81/cdnlive/cctv9.m3u8$订阅源
CCTV-9,http://107.150.60.122/live/cctv9hd.m3u8$订阅源
CCTV-9,http://49.77.104.95:8554/rtp/239.49.8.53:9814$订阅源
CCTV-9,http://114.254.84.33:8888/rtp/239.3.1.62:8112$订阅源
CCTV-9,http://114.254.32.36:8888/rtp/239.3.1.62:8112$订阅源
CCTV-9,http://115.171.216.26:4000/rtp/225.1.8.9:8112$订阅源
CCTV-10,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv10hd$订阅源
CCTV-10,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009$订阅源
CCTV-10,http://207.56.13.146:81/cdnlive/cctv10.m3u8$订阅源
CCTV-10,http://107.150.60.122/live/cctv10hd.m3u8$订阅源
CCTV-10,http://49.77.104.95:8554/rtp/239.49.8.134:6000$订阅源
CCTV-10,http://114.254.84.33:8888/rtp/239.3.1.63:8116$订阅源
CCTV-10,http://114.254.32.36:8888/rtp/239.3.1.63:8116$订阅源
CCTV-10,http://115.171.216.26:4000/rtp/225.1.8.10:8116$订阅源
CCTV-11,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv11hd$订阅源
CCTV-11,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009$订阅源
CCTV-11,http://207.56.13.146:81/cdnlive/cctv11.m3u8$订阅源
CCTV-11,http://107.150.60.122/live/cctv11hd.m3u8$订阅源
CCTV-11,http://49.77.104.95:8554/rtp/239.49.1.11:6000$订阅源
CCTV-11,http://114.254.84.33:8888/rtp/239.3.1.152:8120$订阅源
CCTV-11,http://114.254.32.36:8888/rtp/239.3.1.152:8120$订阅源
CCTV-11,http://115.171.216.26:4000/rtp/225.1.8.73:8120$订阅源
CCTV-12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009$订阅源
CCTV-12,http://207.56.13.146:81/cdnlive/cctv12.m3u8$订阅源
CCTV-12,http://107.150.60.122/live/cctv12hd.m3u8$订阅源
CCTV-12,http://49.77.104.95:8554/rtp/239.49.8.135:6000$订阅源
CCTV-12,http://114.254.84.33:8888/rtp/239.3.1.64:8124$订阅源
CCTV-12,http://114.254.32.36:8888/rtp/239.3.1.64:8124$订阅源
CCTV-12,http://115.171.216.26:4000/rtp/225.1.8.12:8124$订阅源
CCTV-12,http://114.254.36.134:8888/rtp/239.3.1.64:8124$订阅源
CCTV-13,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv13hd$订阅源
CCTV-13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009$订阅源
CCTV-13,http://207.56.13.146:81/cdnlive/cctv13.m3u8$订阅源
CCTV-13,http://107.150.60.122/live/cctv13hd.m3u8$订阅源
CCTV-13,http://49.77.104.95:8554/rtp/239.49.1.13:6000$订阅源
CCTV-13,http://114.254.84.33:8888/rtp/239.3.1.124:8128$订阅源
CCTV-13,http://114.254.32.36:8888/rtp/239.3.1.124:8128$订阅源
CCTV-13,http://115.171.216.26:4000/rtp/225.1.8.168:8130$订阅源
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8$订阅源
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8$订阅源
CCTV-14,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd$订阅源
CCTV-14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009$订阅源
CCTV-14,http://207.56.13.146:81/cdnlive/cctv14.m3u8$订阅源
CCTV-14,http://107.150.60.122/live/cctv14hd.m3u8$订阅源
CCTV-14,http://49.77.104.95:8554/rtp/239.49.8.136:6000$订阅源
CCTV-14,http://114.254.84.33:8888/rtp/239.3.1.65:8132$订阅源
CCTV-15,http://74.91.26.218:82/live/cctv15hd.m3u8$订阅源
CCTV-15,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd$订阅源
CCTV-15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009$订阅源
CCTV-15,http://207.56.13.146:81/cdnlive/cctv15.m3u8$订阅源
CCTV-15,http://107.150.60.122/live/cctv15hd.m3u8$订阅源
CCTV-15,http://49.77.104.95:8554/rtp/239.49.1.15:6000$订阅源
CCTV-15,http://114.254.84.33:8888/rtp/239.3.1.153:8136$订阅源
CCTV-15,http://114.254.32.36:8888/rtp/239.3.1.153:8136$订阅源
CCTV-16,http://74.91.26.218:82/live/cctv16hd.m3u8$订阅源
CCTV-16,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv16hd$订阅源
CCTV-16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009$订阅源
CCTV-16,http://207.56.13.146:81/cdnlive/cctv16.m3u8$订阅源
CCTV-16,http://107.150.60.122/live/cctv16hd.m3u8$订阅源
CCTV-16,http://114.254.84.33:8888/rtp/239.3.1.184:8001$订阅源
CCTV-16,http://114.254.32.36:8888/rtp/239.3.1.184:8001$订阅源
CCTV-16,http://114.254.36.134:8888/rtp/239.3.1.184:8001$订阅源
CCTV-17,http://74.91.26.218:82/live/cctv17hd.m3u8$订阅源
CCTV-17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd$订阅源
CCTV-17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009$订阅源
CCTV-17,http://207.56.13.146:81/cdnlive/cctv17.m3u8$订阅源
CCTV-17,http://107.150.60.122/live/cctv17hd.m3u8$订阅源
CCTV-17,http://49.77.104.95:8554/rtp/239.49.8.132:6000$订阅源
CCTV-17,http://114.254.84.33:8888/rtp/239.3.1.151:8144$订阅源
CCTV-17,http://114.254.32.36:8888/rtp/239.3.1.151:8144$订阅源
CCTV-4K,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub$订阅源
CCTV-4K,http://107.150.60.122/live/cctv4k.m3u8$订阅源
CCTV-4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85$订阅源
CCTV-4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85$订阅源
CCTV-4K,http://113.119.25.4:58888/udp/239.77.0.194:5146$订阅源
CCTV-4K,http://121.29.215.36:2083/rtp/239.253.92.219:6228$订阅源
CCTV-4K,http://112.192.72.87:8484/rtp/239.0.0.184:5140$订阅源
CCTV-4K,http://27.18.144.33:9100/rtp/239.69.1.12:9712$订阅源
CCTV-8K,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub$订阅源
CCTV-8K,http://107.150.60.122/live/cctv8k.m3u8$订阅源
CCTV-8K,http://198.204.240.250:82/live/cctv8k.m3u8$订阅源
文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub$订阅源
文化精品,http://207.56.13.146:81/cdnlive/ysjp.m3u8$订阅源
文化精品,http://107.150.60.122/live/ysjp.m3u8$订阅源
文化精品,http://113.119.25.4:58888/udp/239.253.43.13:5146$订阅源
文化精品,http://121.29.215.36:2083/rtp/239.253.93.175:6439$订阅源
文化精品,http://106.116.126.119:4022/rtp/239.254.201.229:7260$订阅源
文化精品,http://116.2.162.133:4010/rtp/232.0.0.56:1234$订阅源
文化精品,http://106.116.242.249:9999/rtp/239.254.201.229:7260$订阅源
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub$订阅源
央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8$订阅源
央视台球,http://115.171.216.26:4000/rtp/225.1.8.245:4120$订阅源
央视台球,http://113.119.25.4:58888/udp/239.253.43.11:5146$订阅源
央视台球,http://121.29.215.36:2083/rtp/239.253.93.231:6409$订阅源
央视台球,http://115.171.216.46:4000/rtp/225.1.8.245:4120$订阅源
央视台球,http://27.18.144.33:9100/rtp/239.69.1.98:10224$订阅源
央视台球,http://106.116.126.119:4022/rtp/239.254.201.171:7176$订阅源
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub$订阅源
风云音乐,http://207.56.13.146:81/cdnlive/fyyy.m3u8$订阅源
风云音乐,http://107.150.60.122/live/fyyy.m3u8$订阅源
风云音乐,http://113.119.25.4:58888/udp/239.253.43.6:5146$订阅源
风云音乐,http://121.29.215.36:2083/rtp/239.253.93.253:6431$订阅源
风云音乐,http://106.116.126.119:4022/rtp/239.254.201.221:7259$订阅源
风云音乐,http://116.2.162.133:4010/rtp/232.0.0.47:1234$订阅源
风云音乐,http://106.116.242.249:9999/rtp/239.254.201.221:7259$订阅源
第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub$订阅源
第一剧场,http://207.56.13.146:81/cdnlive/dyjc.m3u8$订阅源
第一剧场,http://113.119.25.4:58888/udp/239.253.43.15:5146$订阅源
第一剧场,http://121.29.215.36:2083/rtp/239.253.93.138:6428$订阅源
第一剧场,http://27.18.144.33:9100/rtp/239.69.1.74:10084$订阅源
第一剧场,http://106.116.126.119:4022/rtp/239.254.201.218:7258$订阅源
第一剧场,http://116.2.162.133:4010/rtp/232.0.0.29:1234$订阅源
第一剧场,http://106.116.242.249:9999/rtp/239.254.201.218:7258$订阅源
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub$订阅源
风云剧场,http://207.56.13.146:81/cdnlive/fyjc.m3u8$订阅源
风云剧场,http://113.119.25.4:58888/udp/239.253.43.16:5146$订阅源
风云剧场,http://121.29.215.36:2083/rtp/239.253.93.251:6429$订阅源
风云剧场,http://106.116.126.119:4022/rtp/239.254.201.219:7257$订阅源
风云剧场,http://116.2.162.133:4010/rtp/232.0.0.45:1234$订阅源
风云剧场,http://106.116.242.249:9999/rtp/239.254.201.219:7257$订阅源
风云剧场,http://183.236.43.98:4013/udp/239.253.43.16:5146$订阅源
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub$订阅源
怀旧剧场,http://207.56.13.146:81/cdnlive/hjjc.m3u8$订阅源
怀旧剧场,http://113.119.25.4:58888/udp/239.253.43.5:5146$订阅源
怀旧剧场,http://121.29.215.36:2083/rtp/239.253.93.252:6430$订阅源
怀旧剧场,http://106.116.126.119:4022/rtp/239.254.201.220:7256上海$订阅源
怀旧剧场,http://116.2.162.133:4010/rtp/232.0.0.38:1234$订阅源
怀旧剧场,http://106.116.242.249:9999/rtp/239.254.201.220:7256上海$订阅源
怀旧剧场,http://183.236.43.98:4013/udp/239.253.43.5:5146$订阅源
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub$订阅源
女性时尚,http://207.56.13.146:81/cdnlive/nxss.m3u8$订阅源
女性时尚,http://113.119.25.4:58888/udp/239.253.43.8:5146$订阅源
女性时尚,http://121.29.215.36:2083/rtp/239.253.92.144:6114$订阅源
女性时尚,http://106.116.126.119:4022/rtp/239.254.201.228:7255$订阅源
女性时尚,http://116.2.162.133:4010/rtp/232.0.0.51:1234$订阅源
女性时尚,http://106.116.242.249:9999/rtp/239.254.201.228:7255$订阅源
女性时尚,http://183.236.43.98:4013/udp/239.253.43.8:5146$订阅源
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub$订阅源
高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8$订阅源
高尔夫网球,http://121.29.215.36:2083/rtp/239.253.93.122:6465$订阅源
高尔夫网球,http://27.18.144.33:9100/rtp/239.69.1.83:10138$订阅源
高尔夫网球,http://106.116.126.119:4022/rtp/239.254.201.223:7252$订阅源
高尔夫网球,http://106.116.242.249:9999/rtp/239.254.201.223:7252$订阅源
高尔夫网球,http://60.4.28.155:8077/rtp/239.253.93.122:6465$订阅源
高尔夫网球,http://58.46.28.56:8188/udp/239.76.254.62:9000$订阅源
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub$订阅源
风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8$订阅源
风云足球,http://113.119.25.4:58888/udp/239.253.43.14:5146$订阅源
风云足球,http://121.29.215.36:2083/rtp/239.253.93.254:6432$订阅源
风云足球,http://27.18.144.33:9100/rtp/239.69.1.81:10126$订阅源
风云足球,http://106.116.126.119:4022/rtp/239.254.201.222:7251$订阅源
风云足球,http://116.2.162.133:4010/rtp/232.0.0.52:1234$订阅源
风云足球,http://106.116.242.249:9999/rtp/239.254.201.222:7251$订阅源
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub$订阅源
世界地理,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001620/index.m3u8?streamid=8a034b40397504e25b3775c772237996&streamkey=01vY5fRxC8VyKg4oq30vfikHXTCAKySLP29l6OG91kQlzDttHgzNLkUw5kivm3PfNsVHJv5FgdsPBYFYI2IWpt7tfRCuFHqLT2pvX67ubMds8jl2DHtvOh0&token=1775754349-4f33f4f84a4abeba-0-91687dc8c9325092efa1d00f330d2710$订阅源
世界地理,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001620/index.m3u8?streamid=8a034b40397504e25b3775c772237996&streamkey=01vY5fRxC8VyKg4oq30vfikHXTCAKySLP29l6OG91kQlzDttHgzNLkUw5kivm3PfNsVHJv5FgdsPBYFYI2IWpt7tfRCuFHqLT2pvX67ubMds8jl2DHtvOh0&token=1775754349-4f33f4f84a4abeba-0-91687dc8c9325092efa1d00f330d2710$订阅源
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub$订阅源
世界地理,http://207.56.13.146:81/cdnlive/sjdl.m3u8$订阅源
世界地理,http://107.150.60.122/live/sjdl.m3u8$订阅源
世界地理,http://113.119.25.4:58888/udp/239.253.43.7:5146$订阅源
世界地理,http://121.29.215.36:2083/rtp/239.253.92.131:6113$订阅源
世界地理,http://27.18.144.33:9100/rtp/239.69.1.91:10186$订阅源
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub$订阅源
兵器科技,http://207.56.13.146:81/cdnlive/gfjs.m3u8$订阅源
兵器科技,http://113.119.25.4:58888/udp/239.253.43.9:5146$订阅源
兵器科技,http://121.29.215.36:2083/rtp/239.253.93.47:6435$订阅源
兵器科技,http://27.18.144.33:9100/rtp/239.69.1.79:10114$订阅源
兵器科技,http://106.116.126.119:4022/rtp/239.254.201.225:7249$订阅源
兵器科技,http://116.2.162.133:4010/rtp/232.0.0.58:1234$订阅源
兵器科技,http://106.116.242.249:9999/rtp/239.254.201.225:7249$订阅源
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd$订阅源
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub$订阅源
广东卫视,http://207.56.13.146:81/cdnlive/gdws.m3u8$订阅源
广东卫视,http://107.150.60.122/live/gdwshd.m3u8$订阅源
广东卫视,http://49.77.104.95:8554/rtp/239.49.8.143:6000$订阅源
广东卫视,http://114.254.84.33:8888/rtp/239.3.1.142:8048$订阅源
浙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zjwshd$订阅源
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub$订阅源
浙江卫视,http://207.56.13.146:81/cdnlive/zjws.m3u8$订阅源
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8$订阅源
浙江卫视,http://49.77.104.95:8554/rtp/239.49.8.139:6000$订阅源
浙江卫视,http://114.254.84.33:8888/rtp/239.3.1.137:8036$订阅源
浙江卫视,http://114.254.32.36:8888/rtp/239.3.1.137:8036$订阅源
浙江卫视,http://115.171.216.26:4000/udp/225.1.8.46:8036$订阅源
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8$订阅源
湖南卫视,http://74.91.26.218:82/live/hnwshd.m3u8$订阅源
湖南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hnwshd$订阅源
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009$订阅源
湖南卫视,http://207.56.13.146:81/cdnlive/hnws.m3u8$订阅源
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8$订阅源
湖南卫视,http://49.77.104.95:8554/rtp/239.49.8.142:6000$订阅源
湖南卫视,http://114.254.84.33:8888/rtp/239.3.1.132:8012$订阅源
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009$订阅源
北京卫视,http://207.56.13.146:81/cdnlive/bjws.m3u8$订阅源
北京卫视,http://49.77.104.95:8554/rtp/239.49.8.141:6000$订阅源
北京卫视,http://114.254.84.33:8888/rtp/239.3.1.241:8000$订阅源
北京卫视,http://114.254.32.36:8888/rtp/239.3.1.241:8000$订阅源
北京卫视,http://115.171.216.26:4000/udp/225.1.8.120:8002$订阅源
北京卫视,http://114.254.36.134:8888/rtp/239.3.1.241:8000$订阅源
北京卫视,http://1.192.241.74:8188/rtp/239.16.20.76:10760$订阅源
湖北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hbwshd$订阅源
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub$订阅源
湖北卫视,http://207.56.13.146:81/cdnlive/hbws.m3u8$订阅源
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8$订阅源
湖北卫视,http://49.77.104.95:8554/rtp/239.49.8.147:6000$订阅源
湖北卫视,http://114.254.84.33:8888/rtp/239.3.1.138:8044$订阅源
湖北卫视,http://114.254.32.36:8888/rtp/239.3.1.138:8044$订阅源
湖北卫视,http://115.171.216.26:4000/udp/225.1.8.47:8044$订阅源
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub$订阅源
黑龙江卫视,http://207.56.13.146:81/cdnlive/hljws.m3u8$订阅源
黑龙江卫视,http://49.77.104.95:8554/rtp/239.49.8.144:6000$订阅源
黑龙江卫视,http://114.254.84.33:8888/rtp/239.3.1.133:8016$订阅源
黑龙江卫视,http://114.254.32.36:8888/rtp/239.3.1.133:8016$订阅源
黑龙江卫视,http://115.171.216.26:4000/udp/225.1.8.42:8016$订阅源
黑龙江卫视,http://114.254.36.134:8888/rtp/239.3.1.133:8016$订阅源
黑龙江卫视,http://1.192.241.74:8188/rtp/239.16.20.99:10990$订阅源
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub$订阅源
安徽卫视,http://207.56.13.146:81/cdnlive/ahws.m3u8$订阅源
安徽卫视,http://49.77.104.95:8554/rtp/239.49.8.204:6000$订阅源
安徽卫视,http://114.254.84.33:8888/rtp/239.3.1.211:8064$订阅源
安徽卫视,http://114.254.32.36:8888/rtp/239.3.1.211:8064$订阅源
安徽卫视,http://115.171.216.26:4000/udp/225.1.8.52:8064$订阅源
安徽卫视,http://114.254.36.134:8888/rtp/239.3.1.211:8064$订阅源
安徽卫视,http://1.192.241.74:8188/rtp/239.16.20.75:10750$订阅源
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub$订阅源
重庆卫视,http://207.56.13.146:81/cdnlive/cqws.m3u8$订阅源
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8$订阅源
重庆卫视,http://49.77.104.95:8554/rtp/239.49.8.149:6000$订阅源
重庆卫视,http://114.254.84.33:8888/rtp/239.3.1.122:8160$订阅源
重庆卫视,http://114.254.32.36:8888/rtp/239.3.1.122:8160$订阅源
重庆卫视,http://115.171.216.26:4000/udp/225.1.8.172:8162$订阅源
重庆卫视,http://114.254.36.134:8888/rtp/239.3.1.122:8160$订阅源
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8$订阅源
东方卫视,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8$订阅源
东方卫视,http://bp-resource-dfl.bestv.cn/148/3/video.m3u8$订阅源
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009$订阅源
东方卫视,http://207.56.13.146:81/cdnlive/dfws.m3u8$订阅源
东方卫视,http://107.150.60.122/live/dfwshd.m3u8$订阅源
东方卫视,http://49.77.104.95:8554/rtp/239.49.8.140:6000$订阅源
东方卫视,http://114.254.84.33:8888/rtp/239.3.1.136:8032$订阅源
